User,Participation,total_score,Power Score
Acalamari,61987,1300.0,0.8470427518867714
Stifle,57998,1297.0,0.8235555798645624
Siva1979,89307,827.0,0.8180769230769231
Bearian,56537,1300.0,0.8165296844556916
Juliancolton,41846,1277.0,0.7254326180168789
Malinaccier,47010,1180.0,0.7170367569411307
SoWhy,30145,1300.0,0.6687680558977
Bibliomaniac15,31478,1279.0,0.6681542372034612
Daniel,29806,1282.0,0.6599470101931303
Newyorkbrad,47998,1017.0,0.6598759924822003
PhilKnight,31661,1220.0,0.6464864967294814
Lankiveil,40251,1086.0,0.6430411084447767
GlassCobra,39101,1099.0,0.6416025712804205
MONGO,43164,1039.0,0.6412732799415665
Fastily,35533,1133.0,0.634703232963932
Xoloz,53741,865.0,0.6335679487466601
Sjakkalle,34564,1120.0,0.6242780655619659
Majorly,38229,1058.0,0.6209512497222169
Merovingian,46465,933.0,0.6189854501980228
Ceranthor,25441,1236.0,0.6178162549161138
Rogerd,35608,1068.0,0.6101231375616075
Kudpung,19596,1300.0,0.6097070745526616
Jayjg,33003,1102.0,0.6086153742792715
Airplaneman,22463,1250.0,0.606527858409031
HJ Mitchell,18856,1300.0,0.6055640158555976
Jmlk17,39929,963.0,0.5939306257310646
NuclearWarfare,22787,1212.0,0.5937264616556042
OlEnglish,19494,1255.0,0.5918283119921308
Nishkid64,28996,1114.0,0.5907966559228512
Kusma,21288,1221.0,0.5887955068916034
Axl,47218,837.0,0.5862782154356069
EdJohnston,18661,1252.0,0.586010725440103
Husond,28954,1102.0,0.5859461247327684
Stephen,23236,1182.0,0.584701828975226
Sceptre,23663,1163.0,0.5797847935102991
Phantomsteve,14156,1300.0,0.579249994401272
Soap,16443,1259.0,0.5762850544971567
RegentsPark,23833,1148.0,0.5749673464957992
Wisdom89,40297,907.0,0.5744524960851971
JoshuaZ,29315,1063.0,0.5729672655295794
Useight,24697,1130.0,0.572881570537943
Mazca,25503,1118.0,0.5727787606655768
Ktr101,34452,978.0,0.5690356234140527
Swarm,12232,1300.0,0.5684780417889056
DarkFalls,22999,1142.0,0.5679903150619564
Ultraexactzz,23413,1123.0,0.5630004961334323
Antandrus,21706,1146.0,0.5622896213364939
SarekOfVulcan,11118,1300.0,0.5622410588314335
Avraham,17942,1200.0,0.5619852400303882
PeaceNT,20416,1156.0,0.5589134161026308
Fetchcomms,23700,1103.0,0.5569150233682292
Tiptoety,23828,1100.0,0.5564778143944158
Steven Walling,15478,1219.0,0.555497666622451
Prodego,17368,1186.0,0.5533869547915636
Jusdafax,18890,1158.0,0.5511389879911592
MBisanz,23389,1087.0,0.5490199728160223
Nick,17747,1165.0,0.5474319496148936
Black Kite,12526,1241.0,0.5474317601194855
Riana,21270,1101.0,0.5425408836343152
WJBscribe,26818,1019.0,0.5420641648678959
X!,13067,1213.0,0.5396914411814866
Spencer,24404,1047.0,0.5393180663199475
Tanthalas39,26211,1012.0,0.5359734292984019
FayssalF,19576,1108.0,0.5357489461471276
Dank,24156,1041.0,0.5356218894759418
Tryptofish,20648,1091.0,0.53521232099144
Andrevan,14201,1183.0,0.5345019371598773
Xaosflux,9458,1252.0,0.534485631941346
Toddst1,6036,1300.0,0.5337883232929479
MuZemike,12463,1201.0,0.5316944248728228
Richardcavell,21526,1068.0,0.5312818503020729
Legoktm,5540,1300.0,0.5310113542203212
Alison,19964,1088.0,0.5302289449067941
Euryalus,5159,1300.0,0.5288782388641301
Bishonen,12715,1186.0,0.5273360735517814
Swatjester,15261,1146.0,0.5262058195762538
Jj137,14112,1162.0,0.5259267272937127
xeno,5096,1291.0,0.5250639805405443
Maxim,8783,1233.0,0.523398798254575
Davewild,24178,1008.0,0.5230527537989522
ArcAngel,15024,1141.0,0.5229558441245226
Malcolmxl5,4083,1300.0,0.5228540075694802
BusterD,4344,1290.0,0.5204691217232368
Connormah,7962,1234.0,0.5191868579766369
Addshore,5745,1263.0,0.517928324223198
Eagles247,4479,1281.0,0.517763411537514
Ks0stm,3030,1300.0,0.5169585470181175
Shadowjams,17789,1084.0,0.5165132500357457
Callanecc,2904,1300.0,0.5162531072940229
SQL,10240,1193.0,0.5161715295208006
(aeropagitica),26588,955.0,0.51616107281964
Khoikhoi,23709,994.0,0.5150423349968734
PeterSymonds,14365,1130.0,0.5150355131621788
GorillaWarfare,2683,1300.0,0.5150157884128725
Hammersoft,2670,1300.0,0.5149430049492755
Risker,7646,1227.0,0.5147253522461236
Dweller,15505,1111.0,0.5141103707391527
Modernist,26868,944.0,0.5134979474201923
Trusilver,19465,1050.0,0.5128197950348757
Agathoclea,10770,1174.0,0.5118311630366812
Keilana,8594,1205.0,0.5115714078992022
Bradv,1451,1300.0,0.5081181555550579
Coffee,8131,1200.0,0.5070561199264758
TonyBallioni,1193,1300.0,0.5066736837390545
Tawker,22695,987.0,0.5066729171439941
Gfoley4,4900,1246.0,0.506658937550927
B,9453,1179.0,0.506380715224578
SpacemanSpiff,3672,1260.0,0.5051683149896036
TParis,7931,1198.0,0.5051671435634439
JodyB,15939,1081.0,0.5050017571392396
Seraphimblade,12486,1131.0,0.504900118693033
RyanGerbil10,29201,887.0,0.504636702848805
Ritchie333,829,1300.0,0.5046357467583366
Rschen7754,7272,1206.0,0.5045545049087924
Mifter,5856,1224.0,0.5035497830277577
Titoxd,19992,1018.0,0.5034626323668494
Phaedriel,18350,1040.0,0.5027310595032809
Kinu,415,1300.0,0.5023178733791682
Amorymeltzer,7854,1191.0,0.5020437338175229
Keegan,15106,1084.0,0.5014918628949041
Xeno,820,1291.0,0.501123819745077
Lar,24874,940.0,0.5007956223115339
Angusmclellan,18052,1038.0,0.5002934077992864
ST47,6387,1205.0,0.4992150152716072
Guerillero,6768,1197.0,0.49827120755087523
Ironholds,19625,1008.0,0.49756174535607045
Nihiltres,5460,1213.0,0.4971019175212622
Waggers,1535,1269.0,0.49666537178137743
east718,12308,1112.0,0.4965958528068577
Clpo13,827,1279.0,0.4965476262254754
Monty845,6293,1198.0,0.495996427150213
Slgrandson,15830,1057.0,0.49516072655984866
Gurch,10912,1128.0,0.4949338747159722
Jonathunder,26387,902.0,0.4946511131132545
Heimstern,11084,1124.0,0.4943583943881796
Spartaz,14941,1066.0,0.49364499585694127
daniel,90,1282.0,0.49357520986616454
JamieS93,11534,1113.0,0.4926470527434629
Radiant!,23408,940.0,0.4925878871089719
78.26,481,1273.0,0.4923027740405072
DragonflySixtyseven,11678,1109.0,0.49191480803253806
Jauerback,11459,1112.0,0.49184253276117207
NativeForeigner,6774,1180.0,0.4917663383802277
Tnxman307,5393,1200.0,0.49172680274733893
JIP,18533,1007.0,0.4910633190293011
Hersfold,5013,1200.0,0.48959928611911685
Lectonar,5337,1195.0,0.4894901970579976
Fabrictramp,7664,1160.0,0.48905689858033485
Tedder,2361,1237.0,0.4889822287760836
MSGJ,3930,1212.0,0.48815124834406853
Kingturtle,7555,1159.0,0.48806202184709785
Jayron32,1334,1248.0,0.48746310438268425
Stwalkerster,7178,1161.0,0.4867205321720136
Xymmax,7152,1161.0,0.48657496524481947
Elkman,12971,1076.0,0.48646165560415444
Tyrol5,6229,1172.0,0.4856381085601966
Abecedare,5153,1186.0,0.48499849265016215
ONUnicorn,846,1248.0,0.48473092513380955
Slakr,283,1256.0,0.4846557643641826
Mkativerata,17655,1003.0,0.4846091743340528
Cbrown1023,8848,1131.0,0.48453194634179114
hmwith,20805,956.0,0.4841682443594969
Smartse,1674,1234.0,0.48398205650753073
HelloAnnyong,1207,1240.0,0.4836751428536975
Logan,4441,1192.0,0.4833198906439226
SilkTork,15277,1033.0,0.48283386076221946
Tariqabjotu,5384,1177.0,0.48283026034946397
Splash,11517,1087.0,0.48255187436798974
Slon02,3683,1201.0,0.482537593304955
Frank,13963,1051.0,0.4824002091340232
MelanieN,2115,1221.0,0.4814510955418621
Fish and karate,2036,1222.0,0.48139341141692604
Dabomb87,3498,1199.0,0.48073259786145817
Geni,4114,1190.0,0.4807198758288271
Thingg,8410,1127.0,0.4805412419529052
Philippe,12551,1066.0,0.4802640360110183
KrakatoaKatie,6149,1158.0,0.47980559493806085
KTC,5359,1166.0,0.47845952291946964
Rcsprinter123,4516,1178.0,0.47835517985698267
Chzz,9858,1100.0,0.4782635846674097
Shirik,6129,1154.0,0.4781551588402192
Themfromspace,14089,1037.0,0.47772103347350253
TimVickers,8453,1119.0,0.47770506417864933
Chaser,6891,1141.0,0.4774213895526013
Guettarda,15302,1017.0,0.4768199828075984
28bytes,10367,1086.0,0.4757287218190181
Jclemens,14933,1019.0,0.4755232829562662
Keeper76,25401,865.0,0.4748999981050459
Mets501,8485,1110.0,0.4744226850121191
Enigmaman,4046,1173.0,0.47380070078847314
Floquenbeam,2895,1189.0,0.47351041104999403
Crzrussian,23127,893.0,0.4729377214727583
LuK3,1881,1202.0,0.47283330088942255
EVula,8211,1109.0,0.47250401816399623
Starblind,15668,1000.0,0.4723306557057929
Giants27,17340,975.0,0.47207634425458533
Kimchi.sg,13761,1027.0,0.4720384968535149
EncMstr,347,1221.0,0.4715525444926605
kelapstick,1201,1207.0,0.47094924279357575
Valley2city,9500,1086.0,0.4708746246698904
Decltype,7356,1117.0,0.47079402882741966
Garion96,19577,939.0,0.4707545448750967
Cyberpower678,3605,1171.0,0.470562430984911
James086,15197,1002.0,0.4704628856016221
Thehelpfulone,6622,1125.0,0.46976148557509273
Kralizec!,4829,1151.0,0.469722966326666
Cenarium,4072,1162.0,0.4697154984848981
Jahiegel,26553,834.0,0.4694266558022632
Royalbroil,12433,1039.0,0.4692187707260602
Gobonobo,1349,1200.0,0.4690855468406809
7,6674,1122.0,0.46889877327563484
ItsZippy,4798,1149.0,0.46878017499039604
AzaToth,745,1207.0,0.4683962228397093
Kelapstick,614,1207.0,0.46766278947576956
Bobrayner,7742,1103.0,0.46757052243884034
Mackensen,13343,1021.0,0.4673905362547783
Rjd0060,7819,1101.0,0.467232393723223
Jehochman,11392,1048.0,0.46685203337186404
Ukexpat,890,1200.0,0.4665157307029074
Gnangarra,5627,1131.0,0.46649844355362463
CIreland,2989,1169.0,0.4663443837867729
Djsasso,4335,1149.0,0.4661879639407465
Darkwind,335,1205.0,0.4653315136031863
Hiding,10767,1053.0,0.4652759053143126
Kingboyk,13290,1016.0,0.46517072674934407
Izno,1248,1191.0,0.4650585368542729
Feezo,1581,1186.0,0.46499983634487474
Rsrikanth05,563,1200.0,0.46468494665704263
Thryduulf,6958,1106.0,0.46433496586498624
Filelakeshoe,3929,1150.0,0.46429949576994567
Bonadea,433,1200.0,0.4639571120210719
Sir Nicholas de Mimsy-Porpington,17191,956.0,0.46393444147951124
CharlotteWebb,15401,982.0,0.46391271841499154
VQuakr,411,1200.0,0.4638339400057538
Srikeit,12601,1022.0,0.4636208954863917
KillerChihuahua,12238,1026.0,0.46312701877210416
Timtrent,275,1200.0,0.46307251300196905
Golbez,2041,1174.0,0.46295986659523264
VegaDark,7593,1093.0,0.46289015812530465
Satellizer,214,1200.0,0.4627309905958597
Orangemike,976,1188.0,0.46238183669285726
Zad68,694,1192.0,0.46234145694405926
JDDJS,127,1200.0,0.46224390126255627
Calmer Waters,4231,1140.0,0.4621441577704315
Deskana,8843,1072.0,0.46181164500963845
Narutolovehinata5,211,1197.0,0.46156034825810655
Alphachimp,13055,1009.0,0.4611627179843201
Rje,24305,845.0,0.4610714845587083
Thumperward,3689,1145.0,0.46103272413430746
Syrthiss,5640,1116.0,0.46080199624799095
Fuzheado,682,1188.0,0.46073581066996966
Mdann52,447,1191.0,0.46057395575109955
TigerShark,12959,1008.0,0.4602406247146802
JohnCD,481,1189.0,0.4599950817328149
Kungfuadam,19430,913.0,0.4599315318636529
Ajraddatz,12194,1017.0,0.4594191362799295
Jenks24,3689,1140.0,0.45910964721123054
Yunshui,2499,1156.0,0.4586010070819602
Shirt58,362,1186.0,0.4581749869506571
Wifione,10866,1033.0,0.45813787169093645
Miniapolis,4968,1118.0,0.45780888182205004
Fox,5190,1113.0,0.45712872250809233
Scottywong,5041,1115.0,0.4570637428099412
LadyofShalott,2108,1157.0,0.45679651983069447
zzuuzz,2373,1153.0,0.45674172120401935
Thue,423,1180.0,0.4562088170490741
Firsfron,8571,1061.0,0.45605802177129967
TomStar81,5187,1109.0,0.45557346478572375
thumperward,2707,1145.0,0.4555347732687441
ERcheck,74,1183.0,0.4554087071417374
Valenciano,679,1174.0,0.45533439910144724
Snowolf,8819,1055.0,0.45513881399992073
Tavix,4807,1113.0,0.4549844096959632
Ruslik0,3012,1139.0,0.45493469299159844
Bucketsofg,14332,973.0,0.4544661397545863
"Chase me ladies, I'm the Cavalry",2536,1144.0,0.45419277540142877
Luk,2165,1149.0,0.4540387242480047
Caspian blue,16034,947.0,0.4539951747578335
Joyous!,475,1173.0,0.4538076432111547
Slp1,2103,1149.0,0.45369160311392637
Dusti,862,1167.0,0.4536666586274675
Cindamuse,4425,1115.0,0.4536149263810339
Bluerasberry,5109,1105.0,0.4535983024656798
Dekimasu,7989,1063.0,0.45356879286256935
De728631,146,1176.0,0.4531195078631981
ThaddeusB,4924,1106.0,0.4529471531760291
Bencherlite,6568,1081.0,0.4525360773416895
ZimZalaBim,19,1176.0,0.4524084694111344
Mushroom,5158,1101.0,0.45233417859769953
Cyclonenim,19640,890.0,0.4522611108909902
Whpq,6,1175.0,0.45195107056292194
Kww,1430,1154.0,0.4518467361138626
Dylan620,9733,1033.0,0.45179451290205325
RL0919,1418,1154.0,0.45177955137823456
Dgies,3542,1123.0,0.45174817266132516
Atama,18710,902.0,0.4516696784951998
Jossi,13750,974.0,0.45159229546124047
January,161,1171.0,0.4512804118596562
Athaenara,14807,957.0,0.45097168938601767
Yamaguchi先生,4393,1108.0,0.45074345939371807
AuburnPilot,8264,1050.0,0.45010844305404585
TeaDrinker,1925,1142.0,0.4500027218431357
Delirium,1222,1152.0,0.44991296992707874
Secretlondon,1401,1148.0,0.44937668069506914
Nick-D,5020,1095.0,0.4492538618302845
Neutralhomer,5603,1086.0,0.44905638177467616
Feydey,8066,1050.0,0.44899989491618275
Download,10729,1011.0,0.44890930749764424
Tone,10948,1007.0,0.44859696738439486
SuperMarioMan,529,1158.0,0.44834074375225025
Kingpin13,3963,1108.0,0.44833600636704574
Animum,10050,1019.0,0.44818469428361263
Cactus.man,4956,1093.0,0.4481263124710373
Ched,2204,1133.0,0.4481032284849497
Royboycrashfan,17976,902.0,0.44756021216594977
Bilby,1211,1146.0,0.44754369161172736
JForget,4355,1100.0,0.4474537846539728
Carrite,10984,1003.0,0.4472600600528175
Kanonkas,4637,1095.0,0.44710954901815536
JayJay,1796,1136.0,0.4469727936274417
Zzuuzz,618,1153.0,0.4469159536184148
Deckiller,11510,994.0,0.4467434525029759
Closedmouth,2360,1127.0,0.44666893774042227
Herostratus,3358,1112.0,0.44648723748425895
N5iln,7859,1046.0,0.44630249668813704
Someguy1221,6752,1062.0,0.4462585509802942
Dr.K.,1043,1145.0,0.44621848992831903
Dreadstar,10761,1003.0,0.4460115437157293
Yanksox,16418,919.0,0.4453758555287008
Hawkeye7,3109,1112.0,0.44509315421997664
Cwmhiraeth,129,1155.0,0.4449474064108019
SuperHamster,1152,1140.0,0.44490567435386374
NJA,378,1151.0,0.44480302813662276
Editorofthewiki,12097,980.0,0.44464529043616674
filelakeshoe,354,1150.0,0.4442840432807512
Haukurth,12291,976.0,0.44419298212369224
Brewcrewer,7468,1045.0,0.4437287786676406
Admrboltz,4552,1087.0,0.4435567340638668
Ixfd64,7835,1039.0,0.4434758195245732
Nakon,5511,1072.0,0.4431566834169123
Runningonbrains,176,1149.0,0.44290285431765286
Journalist,15692,923.0,0.44284964056166437
Jusjih,24788,790.0,0.4426218240138917
delldot,4224,1089.0,0.44248958205926386
CactusWriter,1718,1125.0,0.44230532361509006
Coren,10485,997.0,0.4421586024885915
Valfontis,94,1148.0,0.44205914323957907
Acather96,2545,1112.0,0.44193547164545754
Jac16888,2089,1118.0,0.44169014399928336
NorthBySouthBaranof,136,1146.0,0.44152505904504646
RP459,21817,830.0,0.4413726186025919
Rory096,17700,888.0,0.4406303478618888
wknight94,3831,1088.0,0.4399046665828293
Scientizzle,4734,1074.0,0.43957570255422584
Kuyabribri,1959,1114.0,0.4394238478248511
Ecoleetage,17462,888.0,0.43929785060526555
Fluffernutter,2680,1103.0,0.4392297614597348
Ioeth,2199,1109.0,0.4388444656143355
Kurykh,1702,1116.0,0.4387542055060475
MastCell,8534,1016.0,0.4385431765287542
Gamaliel,2242,1106.0,0.4379313647631565
AniMate,14267,930.0,0.4375637608981393
MelbourneStar,2361,1103.0,0.43744376723762207
Protonk,16371,899.0,0.43742040762184986
Eliz81,2210,1105.0,0.437367590083533
Deiz,11135,975.0,0.43733623720690656
Seddon,1996,1108.0,0.437323308452012
HighInBC,3497,1086.0,0.4372654606719507
AlexiusHoratius,6379,1044.0,0.4372471485247782
Sjones23,2105,1106.0,0.43716433903140284
Buchanan-Hermit,9035,1005.0,0.4371173700104567
harej,5651,1054.0,0.43701742840949614
Montanabw,592,1127.0,0.43677038669122065
Samir,7436,1027.0,0.43662654244955545
JayHenry,22021,814.0,0.4363609129544229
TJRC,102,1132.0,0.43595008690948495
Sharkface217,27906,727.0,0.4358478885904814
Camw,2469,1097.0,0.43574073755058235
Wikipelli,505,1124.0,0.43512945120407104
Deathphoenix,8877,1001.0,0.43469430945289234
Tyrenius,11819,958.0,0.4346273055992448
TreasuryTag,6727,1032.0,0.43458012124260753
BorgQueen,1080,1113.0,0.43411795055547997
Redvers,8202,1009.0,0.4339920911507367
jonny-mt,6318,1036.0,0.43382870304174587
Jprg1966,258,1124.0,0.4337465653957267
Knowledgekid87,147,1125.0,0.4335097219757825
Pepper,4642,1059.0,0.4332913888118466
The-Pope,438,1119.0,0.43283125950707074
Danger,1529,1103.0,0.43278562556740957
Zagalejo,2739,1085.0,0.4326370094868292
Y,8092,1007.0,0.43260700030491533
Vianello,116,1123.0,0.4325669306395125
Carlosguitar,8485,1001.0,0.4324996080890422
Singularity42,8,1124.0,0.4323468834034753
Rodhullandemu,10422,972.0,0.43219049801115955
Shearonink,224,1120.0,0.432017747106319
OwenX,4885,1052.0,0.43195957201600715
MikeLynch,1233,1105.0,0.4318976328578147
Spellcast,3359,1074.0,0.4318774515968433
Elizium23,224,1119.0,0.4316331317217036
Slatersteven,69,1121.0,0.43153455965573856
Prolog,682,1112.0,0.43150504143920043
FlyingToaster,9852,978.0,0.4313069153765188
VernoWhitney,767,1110.0,0.4312117025473351
Cryptic,3152,1075.0,0.4311031302918746
ESkog,5610,1039.0,0.4310186497935361
Woody,4534,1054.0,0.43076364926811705
Gwernol,12001,945.0,0.43064627408960376
Jafeluv,8113,1001.0,0.4304168812845722
DaGizza,13514,922.0,0.43027099566055516
Killiondude,2238,1086.0,0.43021666215897286
ElKevbo,1614,1095.0,0.43018459436785195
Huldra,1198,1101.0,0.430163215840438
Pontificalibus,716,1108.0,0.43015693665168503
Tiggerjay,3384,1069.0,0.43009434287299153
Bastun,148,1116.0,0.430053782242213
Ifnord,4768,1047.0,0.4293814439205566
DerHexer,5794,1032.0,0.42935650804752545
John Vandenberg,2062,1086.0,0.4292312860364279
Blanchardb,1301,1097.0,0.429201423282784
Arjun01,6243,1025.0,0.42917802921330117
Erik,1021,1101.0,0.429172240989924
John254,15347,892.0,0.4289950024892806
Chubbles,560,1107.0,0.4288989197039048
Sango123,11476,948.0,0.42886078805972205
Zsinj,3820,1059.0,0.4286892344213241
TexasAndroid,451,1108.0,0.4286732737398986
Rlevse,7424,1006.0,0.4284824346370043
AdjustShift,14567,902.0,0.4284741485196102
Sj,8597,987.0,0.4277420502369554
blurpeace,3012,1068.0,0.42762700068390613
Glen,245,1108.0,0.4275199357782835
Deville,9697,970.0,0.42736218946439986
zanimum,482,1104.0,0.4273083727684762
Caulde,5508,1030.0,0.4269860410791591
UkPaolo,2800,1069.0,0.4268246857390924
Happysailor,967,1095.0,0.4265622173719054
Zanimum,297,1104.0,0.42627260809421025
Doczilla,3711,1054.0,0.42615589614962557
riana,455,1101.0,0.4260033609594669
Moxy,451,1101.0,0.4259809660475909
Hoary,4558,1041.0,0.42589801873937316
Ghmyrtle,502,1100.0,0.4258818857893948
Kevin,1257,1089.0,0.4258781561752247
Hiberniantears,20168,813.0,0.42560185464324046
Bidgee,211,1103.0,0.4254065021042604
